,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
336,2023-02-07 10:09:42.797335,"(-52.80000305175781, -5.850000381469727, 15.729999542236328)","(-18.150001525878906, 8.550000190734863, 14.519999504089355)","(-30.600000381469727, -2.1000001430511475, 15.972000122070312)","(-56.70000076293945, 8.40000057220459, 11.131999969482422)","(10.350000381469727, 51.900001525878906, 77.44000244140625)","(0.0, 0.0, 0.0)","(-51.150001525878906, 10.200000762939453, 36.05799865722656)","(-41.10000228881836, 38.25, 43.560001373291016)"
337,2023-02-07 10:09:42.842252,"(-29.100000381469727, 7.050000190734863, 41.624000549316406)","(3.1500000953674316, 20.850000381469727, 48.15800094604492)","(-9.90000057220459, 17.400001525878906, 62.43600082397461)","(-33.75, 26.100000381469727, 43.07600021362305)","(29.55000114440918, 59.70000076293945, 90.02400207519531)","(0.0, 0.0, 0.0)","(-25.650001525878906, 27.30000114440918, 45.25400161743164)","(-9.90000057220459, 55.20000076293945, 52.029998779296875)"
338,2023-02-07 10:09:42.932023,"(-4.800000190734863, 9.90000057220459, 37.75199890136719)","(27.750001907348633, 17.850000381469727, 50.33599853515625)","(22.200000762939453, 18.30000114440918, 51.0620002746582)","(-0.6000000238418579, 26.700000762939453, 46.4640007019043)","(46.05000305175781, 59.55000305175781, 84.21599578857422)","(0.0, 0.0, 0.0)","(-2.700000047683716, 27.900001525878906, 37.75199890136719)","(15.000000953674316, 53.70000076293945, 43.560001373291016)"
339,2023-02-07 10:09:42.977566,"(1.5, 14.550000190734863, 29.766000747680664)","(34.5, 23.25, 37.5099983215332)","(26.250001907348633, 21.600000381469727, 42.83399963378906)","(3.750000238418579, 28.80000114440918, 37.0260009765625)","(49.20000076293945, 63.30000305175781, 79.61799621582031)","(0.0, 0.0, 0.0)","(0.15000000596046448, 33.30000305175781, 31.459999084472656)","(17.400001525878906, 58.500003814697266, 37.0260009765625)"
340,2023-02-07 10:09:43.022116,"(-7.350000381469727, 19.350000381469727, 19.360000610351562)","(28.350000381469727, 29.55000114440918, 32.18600082397461)","(17.25, 27.30000114440918, 32.9119987487793)","(-3.6000001430511475, 35.10000228881836, 25.40999984741211)","(42.0, 67.80000305175781, 69.69599914550781)","(0.0, 0.0, 0.0)","(-9.600000381469727, 38.70000076293945, 18.392000198364258)","(7.050000190734863, 63.900001525878906, 22.989999771118164)"
341,2023-02-07 10:09:43.112773,"(-28.500001907348633, 16.350000381469727, 2.4200000762939453)","(5.850000381469727, 29.700000762939453, 18.149999618530273)","(-2.8500001430511475, 26.55000114440918, 20.327999114990234)","(-27.150001525878906, 33.45000076293945, 14.03600025177002)","(25.80000114440918, 62.70000076293945, 56.869998931884766)","(0.0, 0.0, 0.0)","(-32.55000305175781, 30.150001525878906, -1.9359999895095825)","(-16.05000114440918, 56.85000228881836, 5.565999984741211)"
342,2023-02-07 10:09:43.157025,"(-37.5, 3.3000001907348633, -5.323999881744385)","(-8.850000381469727, 16.5, 3.629999876022339)","(-14.550000190734863, 9.0, 1.9359999895095825)","(-45.30000305175781, 19.350000381469727, -5.808000087738037)","(17.55000114440918, 51.60000228881836, 44.04399871826172)","(0.0, 0.0, 0.0)","(-38.25, 16.05000114440918, -14.03600025177002)","(-25.500001907348633, 40.05000305175781, -15.246000289916992)"
343,2023-02-07 10:09:43.247228,"(-50.400001525878906, -26.55000114440918, -45.012001037597656)","(-1.5, -4.5, -25.167999267578125)","(-24.450000762939453, 4.050000190734863, -15.003999710083008)","(-39.75, 3.3000001907348633, -27.58799934387207)","(22.350000381469727, 35.55000305175781, 28.79800033569336)","(0.0, 0.0, 0.0)","(-46.20000076293945, -11.850000381469727, -41.624000549316406)","(-19.650001525878906, 23.400001525878906, -33.15399932861328)"
344,2023-02-07 10:09:43.292168,"(-18.150001525878906, -27.750001907348633, -38.236000061035156)","(15.600000381469727, -14.100000381469727, -28.31399917602539)","(-0.45000001788139343, -29.850000381469727, -33.63800048828125)","(-29.250001907348633, -10.950000762939453, -35.57400131225586)","(35.85000228881836, 34.650001525878906, 31.944000244140625)","(0.0, 0.0, 0.0)","(-19.5, -10.950000762939453, -34.60599899291992)","(-8.850000381469727, 11.550000190734863, -29.52400016784668)"
345,2023-02-07 10:09:43.382111,"(-19.950000762939453, -24.30000114440918, -33.63800048828125)","(12.750000953674316, -11.700000762939453, -21.29599952697754)","(6.0, -18.30000114440918, -22.506000518798828)","(-25.650001525878906, -13.350000381469727, -26.86199951171875)","(34.05000305175781, 35.85000228881836, 33.15399932861328)","(0.0, 0.0, 0.0)","(-20.850000381469727, -6.750000476837158, -31.944000244140625)","(-3.3000001907348633, 17.25, -27.829999923706055)"
346,2023-02-07 10:09:43.427021,"(-24.600000381469727, -22.650001525878906, -33.15399932861328)","(8.100000381469727, -8.100000381469727, -21.538000106811523)","(0.0, -16.200000762939453, -19.8439998626709)","(-28.350000381469727, -10.800000190734863, -29.52400016784668)","(31.05000114440918, 38.10000228881836, 35.57400131225586)","(0.0, 0.0, 0.0)","(-24.150001525878906, -4.5, -27.104000091552734)","(-7.950000286102295, 18.75, -22.02199935913086)"
347,2023-02-07 10:09:43.472374,"(-41.10000228881836, -13.500000953674316, -16.697999954223633)","(-8.40000057220459, -5.100000381469727, -12.342000007629395)","(-16.80000114440918, -10.350000381469727, -10.406000137329102)","(-45.900001525878906, -4.050000190734863, -19.118000030517578)","(17.400001525878906, 43.05000305175781, 55.17599868774414)","(0.0, 0.0, 0.0)","(-43.05000305175781, 2.25, 0.9679999947547913)","(-27.600000381469727, 25.80000114440918, 5.081999778747559)"
348,2023-02-07 10:09:43.562609,"(-51.000003814697266, -3.1500000953674316, 23.4739990234375)","(-16.950000762939453, 10.350000381469727, 19.360000610351562)","(-29.55000114440918, -3.6000001430511475, 22.506000518798828)","(-56.250003814697266, 10.050000190734863, 21.053998947143555)","(11.850000381469727, 53.10000228881836, 82.52200317382812)","(0.0, 0.0, 0.0)","(-50.85000228881836, 13.65000057220459, 41.13999938964844)","(-39.75, 42.150001525878906, 48.641998291015625)"
349,2023-02-07 10:09:43.607016,"(-20.850000381469727, 8.850000381469727, 42.349998474121094)","(9.15000057220459, 18.900001525878906, 49.85200119018555)","(2.25, 18.450000762939453, 60.257999420166016)","(-21.75, 24.150001525878906, 47.67399978637695)","(33.75, 59.250003814697266, 87.60399627685547)","(0.0, 0.0, 0.0)","(-18.75, 27.450000762939453, 42.83399963378906)","(-1.9500000476837158, 53.400001525878906, 49.36800003051758)"
350,2023-02-07 10:09:43.696849,"(-3.0, 10.950000762939453, 32.66999816894531)","(30.150001525878906, 22.80000114440918, 49.36800003051758)","(24.150001525878906, 21.0, 49.61000061035156)","(1.0500000715255737, 27.450000762939453, 42.83399963378906)","(46.650001525878906, 61.80000305175781, 82.52200317382812)","(0.0, 0.0, 0.0)","(-2.700000047683716, 30.900001525878906, 33.395999908447266)","(15.000000953674316, 57.30000305175781, 39.44599914550781)"
351,2023-02-07 10:09:43.741873,"(-3.9000000953674316, 16.350000381469727, 24.68400001525879)","(33.60000228881836, 29.700000762939453, 36.54199981689453)","(24.450000762939453, 23.700000762939453, 39.93000030517578)","(2.1000001430511475, 32.10000228881836, 34.847999572753906)","(45.75, 66.75, 73.80999755859375)","(0.0, 0.0, 0.0)","(-5.100000381469727, 36.45000076293945, 23.95800018310547)","(13.500000953674316, 62.250003814697266, 29.281999588012695)"
352,2023-02-07 10:09:43.786835,"(-15.450000762939453, 21.0, 12.100000381469727)","(19.950000762939453, 32.400001525878906, 26.13599967956543)","(12.300000190734863, 28.650001525878906, 29.281999588012695)","(-11.700000762939453, 38.70000076293945, 19.8439998626709)","(36.45000076293945, 68.25, 64.12999725341797)","(0.0, 0.0, 0.0)","(-16.5, 39.0, 10.163999557495117)","(0.15000000596046448, 64.20000457763672, 15.972000122070312)"
353,2023-02-07 10:09:43.876980,"(-31.650001525878906, 11.550000190734863, -2.6619999408721924)","(4.5, 30.900001525878906, 7.74399995803833)","(-6.300000190734863, 24.0, 12.583999633789062)","(-32.10000228881836, 33.45000076293945, 5.565999984741211)","(23.700000762939453, 60.60000228881836, 51.30400085449219)","(0.0, 0.0, 0.0)","(-34.35000228881836, 26.850000381469727, -8.711999893188477)","(-19.5, 52.35000228881836, -3.629999876022339)"
354,2023-02-07 10:09:43.968449,"(-40.20000076293945, 5.550000190734863, -9.92199993133545)","(-9.300000190734863, 13.050000190734863, -4.355999946594238)","(-11.550000190734863, 11.40000057220459, -3.1459999084472656)","(-41.55000305175781, 17.55000114440918, -13.309999465942383)","(19.05000114440918, 50.55000305175781, 37.5099983215332)","(0.0, 0.0, 0.0)","(-36.30000305175781, 17.700000762939453, -20.56999969482422)","(-20.850000381469727, 41.70000076293945, -21.780000686645508)"
355,2023-02-07 10:09:44.012148,"(-41.400001525878906, -32.10000228881836, -52.99800109863281)","(9.15000057220459, -6.750000476837158, -28.31399917602539)","(-33.900001525878906, 0.30000001192092896, -32.66999816894531)","(-27.600000381469727, 0.15000000596046448, -32.428001403808594)","(27.600000381469727, 35.10000228881836, 27.58799934387207)","(0.0, 0.0, 0.0)","(-46.80000305175781, -16.200000762939453, -45.25400161743164)","(-18.900001525878906, 20.850000381469727, -34.36399841308594)"
356,2023-02-07 10:09:44.057175,"(-21.450000762939453, -26.400001525878906, -39.6879997253418)","(11.850000381469727, -8.40000057220459, -23.715999603271484)","(-7.200000286102295, -28.500001907348633, -33.63800048828125)","(-29.250001907348633, -7.500000476837158, -34.847999572753906)","(33.0, 35.55000305175781, 33.15399932861328)","(0.0, 0.0, 0.0)","(-25.200000762939453, -10.950000762939453, -34.12200164794922)","(-13.050000190734863, 13.050000190734863, -27.104000091552734)"
357,2023-02-07 10:09:44.147169,"(-24.900001525878906, -25.500001907348633, -34.12200164794922)","(7.350000381469727, -13.350000381469727, -19.118000030517578)","(-2.4000000953674316, -21.150001525878906, -22.02199935913086)","(-30.750001907348633, -12.450000762939453, -26.378000259399414)","(30.450000762939453, 34.650001525878906, 33.880001068115234)","(0.0, 0.0, 0.0)","(-25.05000114440918, -9.600000381469727, -32.428001403808594)","(-9.600000381469727, 14.550000190734863, -24.926000595092773)"
358,2023-02-07 10:09:44.191924,"(-25.650001525878906, -25.650001525878906, -32.18600082397461)","(9.600000381469727, -12.90000057220459, -21.053998947143555)","(-0.75, -18.30000114440918, -18.392000198364258)","(-30.750001907348633, -13.500000953674316, -25.652000427246094)","(29.850000381469727, 35.55000305175781, 36.29999923706055)","(0.0, 0.0, 0.0)","(-25.650001525878906, -8.550000190734863, -27.58799934387207)","(-9.90000057220459, 15.15000057220459, -21.29599952697754)"
359,2023-02-07 10:09:44.237339,"(-40.5, -20.400001525878906, -21.538000106811523)","(-6.150000095367432, -7.500000476837158, -9.680000305175781)","(-14.250000953674316, -13.050000190734863, -9.196000099182129)","(-43.05000305175781, -6.300000190734863, -16.214000701904297)","(18.150001525878906, 40.20000076293945, 50.577999114990234)","(0.0, 0.0, 0.0)","(-41.10000228881836, -3.450000047683716, -5.081999778747559)","(-26.400001525878906, 20.55000114440918, -0.48399999737739563)"
360,2023-02-07 10:09:44.327433,"(-53.55000305175781, -9.0, 16.45599937438965)","(-19.350000381469727, 1.6500000953674316, 13.552000045776367)","(-28.200000762939453, -8.850000381469727, 22.506000518798828)","(-58.500003814697266, 3.1500000953674316, 14.277999877929688)","(9.15000057220459, 49.05000305175781, 78.6500015258789)","(0.0, 0.0, 0.0)","(-52.35000228881836, 7.050000190734863, 35.09000015258789)","(-41.10000228881836, 33.30000305175781, 44.04399871826172)"
361,2023-02-07 10:09:44.372132,"(-27.150001525878906, 9.75, 38.961997985839844)","(5.400000095367432, 20.850000381469727, 44.2859992980957)","(-4.5, 20.700000762939453, 55.65999984741211)","(-30.000001907348633, 25.500001907348633, 43.560001373291016)","(30.450000762939453, 60.750003814697266, 87.60399627685547)","(0.0, 0.0, 0.0)","(-23.700000762939453, 30.450000762939453, 40.65599822998047)","(-7.800000190734863, 56.400001525878906, 47.43199920654297)"
362,2023-02-07 10:09:44.462014,"(-6.750000476837158, 14.850000381469727, 32.18600082397461)","(28.200000762939453, 23.55000114440918, 43.31800079345703)","(19.650001525878906, 22.5, 45.737998962402344)","(-2.700000047683716, 28.80000114440918, 41.624000549316406)","(44.25, 64.20000457763672, 78.6500015258789)","(0.0, 0.0, 0.0)","(-5.700000286102295, 33.30000305175781, 31.459999084472656)","(11.550000190734863, 58.95000076293945, 37.0260009765625)"
363,2023-02-07 10:09:44.552645,"(-4.950000286102295, 17.850000381469727, 22.989999771118164)","(30.600000381469727, 30.150001525878906, 33.63800048828125)","(20.400001525878906, 26.400001525878906, 37.99399948120117)","(-2.4000000953674316, 34.5, 31.70199966430664)","(43.5, 67.20000457763672, 73.32599639892578)","(0.0, 0.0, 0.0)","(-7.950000286102295, 37.20000076293945, 22.506000518798828)","(10.200000762939453, 62.85000228881836, 27.829999923706055)"
364,2023-02-07 10:09:44.597028,"(-17.400001525878906, 19.5, 11.616000175476074)","(22.650001525878906, 33.60000228881836, 23.4739990234375)","(10.050000190734863, 30.30000114440918, 26.619998931884766)","(-15.600000381469727, 36.0, 21.538000106811523)","(34.95000076293945, 67.5, 63.88800048828125)","(0.0, 0.0, 0.0)","(-20.25, 38.10000228881836, 9.196000099182129)","(-3.450000047683716, 63.60000228881836, 15.246000289916992)"
365,2023-02-07 10:09:44.641893,"(-31.05000114440918, 11.850000381469727, -5.323999881744385)","(0.45000001788139343, 25.80000114440918, 12.826000213623047)","(-11.100000381469727, 21.150001525878906, 10.406000137329102)","(-35.70000076293945, 29.700000762939453, 6.050000190734863)","(22.350000381469727, 59.85000228881836, 51.54600143432617)","(0.0, 0.0, 0.0)","(-35.85000228881836, 24.900001525878906, -8.470000267028809)","(-21.600000381469727, 51.750003814697266, -4.840000152587891)"
366,2023-02-07 10:09:44.687019,"(-42.0, 3.9000000953674316, -12.342000007629395)","(-8.700000762939453, 12.15000057220459, -2.9040000438690186)","(-13.500000953674316, 13.350000381469727, -3.388000011444092)","(-42.900001525878906, 17.850000381469727, -14.03600025177002)","(19.350000381469727, 50.400001525878906, 35.81599807739258)","(0.0, 0.0, 0.0)","(-37.80000305175781, 17.25, -21.780000686645508)","(-20.100000381469727, 42.60000228881836, -23.23200035095215)"
367,2023-02-07 10:09:44.777045,"(-34.650001525878906, -25.05000114440918, -49.125999450683594)","(9.90000057220459, -1.350000023841858, -28.07200050354004)","(-32.25, -1.350000023841858, -33.395999908447266)","(-26.100000381469727, 3.450000047683716, -31.944000244140625)","(29.250001907348633, 38.10000228881836, 29.03999900817871)","(0.0, 0.0, 0.0)","(-44.400001525878906, -10.950000762939453, -41.13999938964844)","(-17.850000381469727, 24.30000114440918, -31.459999084472656)"
368,2023-02-07 10:09:44.821916,"(-25.80000114440918, -22.05000114440918, -36.05799865722656)","(8.40000057220459, -7.350000381469727, -25.167999267578125)","(-12.300000190734863, -24.30000114440918, -27.34600067138672)","(-31.650001525878906, -5.25, -30.733999252319336)","(29.400001525878906, 37.650001525878906, 33.63800048828125)","(0.0, 0.0, 0.0)","(-28.950000762939453, -9.75, -32.9119987487793)","(-16.80000114440918, 14.40000057220459, -26.378000259399414)"
369,2023-02-07 10:09:44.911940,"(-27.600000381469727, -26.400001525878906, -33.880001068115234)","(4.650000095367432, -12.0, -23.715999603271484)","(-4.800000190734863, -19.950000762939453, -22.02199935913086)","(-32.400001525878906, -13.200000762939453, -25.40999984741211)","(28.500001907348633, 34.05000305175781, 32.9119987487793)","(0.0, 0.0, 0.0)","(-27.150001525878906, -10.65000057220459, -30.492000579833984)","(-12.750000953674316, 12.450000762939453, -23.715999603271484)"
370,2023-02-07 10:09:44.957176,"(-29.700000762939453, -28.650001525878906, -29.766000747680664)","(2.8500001430511475, -13.65000057220459, -18.634000778198242)","(-6.0, -22.05000114440918, -18.875999450683594)","(-37.05000305175781, -15.000000953674316, -20.086000442504883)","(26.400001525878906, 33.900001525878906, 37.75199890136719)","(0.0, 0.0, 0.0)","(-29.250001907348633, -10.050000190734863, -24.441999435424805)","(-14.100000381469727, 13.200000762939453, -17.666000366210938)"
371,2023-02-07 10:09:45.002157,"(-45.150001525878906, -20.700000762939453, -13.309999465942383)","(-12.600000381469727, -8.850000381469727, -5.808000087738037)","(-18.0, -13.800000190734863, -7.74399995803833)","(-48.750003814697266, -8.700000762939453, -12.826000213623047)","(14.850000381469727, 39.75, 56.38600158691406)","(0.0, 0.0, 0.0)","(-46.05000305175781, -3.3000001907348633, 3.629999876022339)","(-30.900001525878906, 18.900001525878906, 9.437999725341797)"
372,2023-02-07 10:09:45.092229,"(-52.650001525878906, -6.0, 26.13599967956543)","(-19.650001525878906, 5.400000095367432, 24.441999435424805)","(-31.500001907348633, -5.550000190734863, 27.34600067138672)","(-58.20000076293945, 7.050000190734863, 26.13599967956543)","(10.950000762939453, 52.650001525878906, 84.94200134277344)","(0.0, 0.0, 0.0)","(-51.45000076293945, 13.200000762939453, 44.04399871826172)","(-40.80000305175781, 42.150001525878906, 51.30400085449219)"
373,2023-02-07 10:09:45.136830,"(-19.05000114440918, 5.850000381469727, 42.83399963378906)","(12.15000057220459, 20.25, 52.27199935913086)","(6.600000381469727, 22.05000114440918, 58.56399917602539)","(-16.650001525878906, 22.5, 51.78799819946289)","(35.85000228881836, 57.60000228881836, 90.26599884033203)","(0.0, 0.0, 0.0)","(-15.15000057220459, 25.05000114440918, 45.737998962402344)","(1.5, 51.750003814697266, 51.0620002746582)"
374,2023-02-07 10:09:45.226970,"(-3.0, 9.90000057220459, 37.75199890136719)","(29.400001525878906, 20.100000381469727, 49.125999450683594)","(23.700000762939453, 20.700000762939453, 49.36800003051758)","(-0.75, 24.450000762939453, 48.88399887084961)","(46.35000228881836, 60.60000228881836, 83.73200225830078)","(0.0, 0.0, 0.0)","(-3.6000001430511475, 29.700000762939453, 37.75199890136719)","(14.550000190734863, 54.900001525878906, 42.83399963378906)"
375,2023-02-07 10:09:45.272196,"(-4.950000286102295, 16.650001525878906, 27.829999923706055)","(31.650001525878906, 28.05000114440918, 40.89799880981445)","(21.150001525878906, 25.05000114440918, 40.65599822998047)","(1.350000023841858, 33.60000228881836, 38.720001220703125)","(44.10000228881836, 65.4000015258789, 77.197998046875)","(0.0, 0.0, 0.0)","(-5.700000286102295, 34.650001525878906, 29.03999900817871)","(11.25, 60.750003814697266, 33.63800048828125)"
376,2023-02-07 10:09:45.362038,"(-19.350000381469727, 20.100000381469727, 16.697999954223633)","(18.900001525878906, 32.10000228881836, 30.97599983215332)","(6.450000286102295, 27.450000762939453, 33.880001068115234)","(-15.750000953674316, 36.45000076293945, 23.23200035095215)","(32.85000228881836, 66.60000610351562, 67.2760009765625)","(0.0, 0.0, 0.0)","(-21.900001525878906, 35.400001525878906, 15.246000289916992)","(-5.400000095367432, 62.10000228881836, 20.812000274658203)"
377,2023-02-07 10:09:45.406822,"(-35.25, 11.850000381469727, -0.24199999868869781)","(-1.9500000476837158, 28.05000114440918, 20.56999969482422)","(-10.200000762939453, 22.80000114440918, 15.246000289916992)","(-36.900001525878906, 32.25, 12.100000381469727)","(20.55000114440918, 60.150001525878906, 54.45000076293945)","(0.0, 0.0, 0.0)","(-38.70000076293945, 25.500001907348633, -4.5980000495910645)","(-23.400001525878906, 52.20000076293945, 1.2100000381469727)"
378,2023-02-07 10:09:45.451866,"(-41.25, 0.75, -8.953999519348145)","(-12.600000381469727, 13.800000190734863, -0.7260000109672546)","(-14.550000190734863, 12.300000190734863, 0.0)","(-45.45000076293945, 17.400001525878906, -7.501999855041504)","(17.25, 49.95000076293945, 39.6879997253418)","(0.0, 0.0, 0.0)","(-39.45000076293945, 14.250000953674316, -16.940000534057617)","(-25.500001907348633, 40.35000228881836, -17.423999786376953)"
379,2023-02-07 10:09:45.542514,"(-40.35000228881836, -28.05000114440918, -46.947998046875)","(2.1000001430511475, -4.200000286102295, -27.34600067138672)","(-24.900001525878906, -5.400000095367432, -24.441999435424805)","(-31.500001907348633, 0.0, -32.428001403808594)","(26.250001907348633, 35.25, 28.31399917602539)","(0.0, 0.0, 0.0)","(-40.35000228881836, -13.200000762939453, -41.86600112915039)","(-17.55000114440918, 19.5, -32.66999816894531)"
380,2023-02-07 10:09:45.587216,"(-19.05000114440918, -28.350000381469727, -37.75199890136719)","(15.300000190734863, -12.450000762939453, -26.619998931884766)","(-0.6000000238418579, -27.450000762939453, -31.944000244140625)","(-24.30000114440918, -9.90000057220459, -29.281999588012695)","(34.80000305175781, 33.75, 33.395999908447266)","(0.0, 0.0, 0.0)","(-20.700000762939453, -13.800000190734863, -33.15399932861328)","(-9.15000057220459, 11.25, -27.34600067138672)"
381,2023-02-07 10:09:45.676917,"(-22.650001525878906, -28.05000114440918, -34.60599899291992)","(8.550000190734863, -13.200000762939453, -23.95800018310547)","(3.9000000953674316, -19.650001525878906, -25.167999267578125)","(-23.850000381469727, -12.15000057220459, -28.555999755859375)","(33.0, 33.60000228881836, 31.944000244140625)","(0.0, 0.0, 0.0)","(-21.450000762939453, -12.0, -32.9119987487793)","(-5.550000190734863, 12.300000190734863, -27.104000091552734)"
382,2023-02-07 10:09:45.721843,"(-21.30000114440918, -28.80000114440918, -33.15399932861328)","(12.90000057220459, -17.25, -21.29599952697754)","(2.1000001430511475, -20.850000381469727, -20.086000442504883)","(-24.750001907348633, -15.750000953674316, -25.40999984741211)","(33.30000305175781, 32.85000228881836, 35.81599807739258)","(0.0, 0.0, 0.0)","(-21.600000381469727, -11.25, -28.79800033569336)","(-5.400000095367432, 12.750000953674316, -22.989999771118164)"
383,2023-02-07 10:09:45.811892,"(-39.150001525878906, -24.0, -19.8439998626709)","(-7.650000095367432, -10.800000190734863, -13.793999671936035)","(-14.40000057220459, -16.80000114440918, -14.277999877929688)","(-39.0, -12.750000953674316, -17.423999786376953)","(18.450000762939453, 36.45000076293945, 51.54600143432617)","(0.0, 0.0, 0.0)","(-41.55000305175781, -7.500000476837158, -3.388000011444092)","(-25.80000114440918, 16.650001525878906, 3.388000011444092)"
384,2023-02-07 10:09:45.857117,"(-54.750003814697266, -9.75, 22.506000518798828)","(-22.05000114440918, -1.2000000476837158, 18.634000778198242)","(-27.900001525878906, -8.40000057220459, 24.200000762939453)","(-57.60000228881836, -0.6000000238418579, 19.118000030517578)","(8.40000057220459, 48.30000305175781, 82.76399993896484)","(0.0, 0.0, 0.0)","(-54.000003814697266, 8.40000057220459, 39.44599914550781)","(-40.20000076293945, 35.25, 47.43199920654297)"
385,2023-02-07 10:09:45.902083,"(-24.30000114440918, 7.200000286102295, 43.560001373291016)","(5.550000190734863, 17.100000381469727, 49.36800003051758)","(0.15000000596046448, 18.0, 59.77399826049805)","(-20.850000381469727, 24.600000381469727, 52.75600051879883)","(31.650001525878906, 57.60000228881836, 90.75)","(0.0, 0.0, 0.0)","(-20.700000762939453, 26.400001525878906, 47.189998626708984)","(-3.9000000953674316, 52.650001525878906, 52.27199935913086)"
386,2023-02-07 10:09:46.037081,"(-5.25, 7.950000286102295, 39.6879997253418)","(27.600000381469727, 19.200000762939453, 47.91600036621094)","(22.200000762939453, 17.100000381469727, 55.17599868774414)","(0.9000000357627869, 21.900001525878906, 49.61000061035156)","(45.30000305175781, 59.250003814697266, 84.45800018310547)","(0.0, 0.0, 0.0)","(-3.450000047683716, 27.30000114440918, 39.93000030517578)","(14.850000381469727, 53.400001525878906, 44.04399871826172)"
387,2023-02-07 10:09:46.038199,"(-0.45000001788139343, 14.550000190734863, 28.31399917602539)","(34.80000305175781, 24.600000381469727, 41.13999938964844)","(24.150001525878906, 22.5, 45.737998962402344)","(3.6000001430511475, 29.100000381469727, 40.41400146484375)","(46.5, 64.80000305175781, 77.197998046875)","(0.0, 0.0, 0.0)","(-3.1500000953674316, 34.650001525878906, 28.79800033569336)","(14.100000381469727, 61.05000305175781, 33.63800048828125)"
388,2023-02-07 10:09:46.126875,"(-17.100000381469727, 19.5, 14.76200008392334)","(21.30000114440918, 33.75, 29.03999900817871)","(10.5, 29.700000762939453, 32.18600082397461)","(-10.950000762939453, 35.400001525878906, 29.281999588012695)","(34.5, 67.05000305175781, 66.55000305175781)","(0.0, 0.0, 0.0)","(-19.950000762939453, 36.900001525878906, 13.793999671936035)","(-2.4000000953674316, 62.85000228881836, 20.086000442504883)"
389,2023-02-07 10:09:46.171925,"(-35.55000305175781, 12.600000381469727, -0.7260000109672546)","(1.2000000476837158, 30.450000762939453, 12.826000213623047)","(-9.0, 22.5, 15.246000289916992)","(-33.30000305175781, 31.200000762939453, 13.793999671936035)","(21.450000762939453, 59.85000228881836, 53.481998443603516)","(0.0, 0.0, 0.0)","(-37.650001525878906, 25.200000762939453, -5.323999881744385)","(-23.400001525878906, 52.05000305175781, 0.24199999868869781)"
390,2023-02-07 10:09:46.216893,"(-42.900001525878906, 1.6500000953674316, -9.196000099182129)","(-10.350000381469727, 14.700000762939453, -7.01800012588501)","(-15.750000953674316, 14.850000381469727, 1.4520000219345093)","(-44.400001525878906, 17.400001525878906, -8.711999893188477)","(17.850000381469727, 49.95000076293945, 36.29999923706055)","(0.0, 0.0, 0.0)","(-39.150001525878906, 15.300000190734863, -21.053998947143555)","(-23.400001525878906, 40.95000076293945, -21.538000106811523)"
391,2023-02-07 10:09:46.306933,"(-29.850000381469727, -25.05000114440918, -46.947998046875)","(8.100000381469727, -1.6500000953674316, -28.79800033569336)","(-26.100000381469727, -4.800000190734863, -37.5099983215332)","(-27.30000114440918, 4.050000190734863, -33.63800048828125)","(31.650001525878906, 38.10000228881836, 30.733999252319336)","(0.0, 0.0, 0.0)","(-36.75, -11.25, -40.89799880981445)","(-15.600000381469727, 22.5, -31.459999084472656)"
392,2023-02-07 10:09:46.351695,"(-25.200000762939453, -21.600000381469727, -33.880001068115234)","(9.300000190734863, -5.850000381469727, -23.95800018310547)","(-7.800000190734863, -21.450000762939453, -29.281999588012695)","(-31.650001525878906, -2.4000000953674316, -29.03999900817871)","(29.400001525878906, 38.85000228881836, 34.847999572753906)","(0.0, 0.0, 0.0)","(-28.80000114440918, -6.750000476837158, -30.25)","(-16.80000114440918, 16.650001525878906, -24.441999435424805)"
393,2023-02-07 10:09:46.442036,"(-32.85000228881836, -19.950000762939453, -29.52400016784668)","(0.75, -6.150000095367432, -19.360000610351562)","(-6.300000190734863, -13.65000057220459, -21.29599952697754)","(-34.95000076293945, -7.200000286102295, -22.989999771118164)","(24.750001907348633, 38.25, 35.332000732421875)","(0.0, 0.0, 0.0)","(-31.80000114440918, -5.25, -28.07200050354004)","(-16.80000114440918, 18.30000114440918, -22.74799919128418)"
394,2023-02-07 10:09:46.486958,"(-36.60000228881836, -21.600000381469727, -27.34600067138672)","(-2.25, -8.100000381469727, -17.666000366210938)","(-10.350000381469727, -15.000000953674316, -15.729999542236328)","(-39.75, -11.100000381469727, -21.780000686645508)","(21.150001525878906, 37.35000228881836, 42.83399963378906)","(0.0, 0.0, 0.0)","(-36.150001525878906, -6.0, -18.149999618530273)","(-20.850000381469727, 18.150001525878906, -11.616000175476074)"
395,2023-02-07 10:09:46.576976,"(-50.400001525878906, -14.40000057220459, -1.694000005722046)","(-16.05000114440918, -1.5, -1.2100000381469727)","(-26.400001525878906, -13.200000762939453, -0.24199999868869781)","(-55.650001525878906, -2.5500001907348633, 0.0)","(10.950000762939453, 43.05000305175781, 67.2760009765625)","(0.0, 0.0, 0.0)","(-51.000003814697266, 0.45000001788139343, 17.18199920654297)","(-36.45000076293945, 23.55000114440918, 22.74799919128418)"
